Date,Adj Close,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY,SPY
2010-01-04,85.02796173095703,113.33000183105469,113.38999938964844,111.51000213623047,112.37000274658203,118944600
2010-01-05,85.2530288696289,113.62999725341797,113.68000030517578,112.8499984741211,113.26000213623047,111579900
2010-01-06,85.31304931640625,113.70999908447266,113.98999786376953,113.43000030517578,113.5199966430664,116074400
2010-01-07,85.67320251464844,114.19000244140625,114.33000183105469,113.18000030517578,113.5,131091100
2010-01-08,85.95826721191406,114.56999969482422,114.62000274658203,113.66000366210938,113.88999938964844,126402800
2010-01-11,86.078369140625,114.7300033569336,115.12999725341797,114.23999786376953,115.08000183105469,106375700
2010-01-12,85.27552795410156,113.66000366210938,114.20999908447266,113.22000122070312,113.97000122070312,163333500
2010-01-13,85.99580383300781,114.62000274658203,114.94000244140625,113.37000274658203,113.94999694824219,161822000
2010-01-14,86.2283935546875,114.93000030517578,115.13999938964844,114.41999816894531,114.48999786376953,115718800
2010-01-15,85.26054382324219,113.63999938964844,114.83999633789062,113.19999694824219,114.7300033569336,212283100
2010-01-19,86.325927734375,115.05999755859375,115.12999725341797,113.58999633789062,113.62000274658203,139172700
2010-01-20,85.44811248779297,113.88999938964844,114.44999694824219,112.9800033569336,114.27999877929688,216490200
2010-01-21,83.80503845214844,111.69999694824219,114.2699966430664,111.55999755859375,113.91999816894531,344859600
2010-01-22,81.93684387207031,109.20999908447266,111.73999786376953,109.08999633789062,111.19999694824219,345942400
2010-01-25,82.35700988769531,109.7699966430664,110.41000366210938,109.41000366210938,110.20999908447266,186937500
2010-01-26,82.01189422607422,109.30999755859375,110.47000122070312,109.04000091552734,109.33999633789062,211168800
2010-01-27,82.4020004272461,109.83000183105469,110.08000183105469,108.33000183105469,109.16999816894531,271863600
2010-01-28,81.4566650390625,108.56999969482422,110.25,107.91000366210938,110.19000244140625,316104000
2010-01-29,80.57133483886719,107.38999938964844,109.80000305175781,107.22000122070312,109.04000091552734,310677600
2010-02-01,81.82430267333984,109.05999755859375,109.06999969482422,107.5,108.1500015258789,187865000
2010-02-02,82.81466674804688,110.37999725341797,110.58999633789062,108.87999725341797,109.26000213623047,216327900
2010-02-03,82.4020004272461,109.83000183105469,110.4800033569336,109.51000213623047,109.87999725341797,172730700
2010-02-04,79.85856628417969,106.44000244140625,109.02999877929688,106.41999816894531,108.9800033569336,356715700
2010-02-05,80.02364349365234,106.66000366210938,106.87999725341797,104.58000183105469,106.55999755859375,493585800
2010-02-08,79.44593811035156,105.88999938964844,107.33000183105469,105.80999755859375,106.73999786376953,224166900
2010-02-09,80.44384765625,107.22000122070312,108.1500015258789,106.2699966430664,107.12999725341797,337820500
2010-02-10,80.28624725341797,107.01000213623047,107.5999984741211,106.11000061035156,107.05000305175781,240511500
2010-02-11,81.12654113769531,108.12999725341797,108.25,106.25,106.87000274658203,223591600
2010-02-12,81.05902862548828,108.04000091552734,108.0999984741211,106.51000213623047,106.98999786376953,304622100
2010-02-16,82.33447265625,109.73999786376953,109.8499984741211,107.81999969482422,108.86000061035156,159317500
2010-02-17,82.72466278076172,110.26000213623047,110.41000366210938,109.73999786376953,110.2699966430664,168845100
2010-02-18,83.21231079101562,110.91000366210938,111.13999938964844,110.04000091552734,110.08000183105469,193708600
2010-02-19,83.38487243652344,111.13999938964844,111.56999969482422,110.36000061035156,110.62000274658203,222684900
2010-02-22,83.39987182617188,111.16000366210938,111.58000183105469,110.83000183105469,111.55000305175781,132346900
2010-02-23,82.38700103759766,109.80999755859375,111.19999694824219,109.5199966430664,110.86000061035156,207497000
2010-02-24,83.14476013183594,110.81999969482422,111.0,109.86000061035156,110.13999938964844,176350700
2010-02-25,83.03221130371094,110.66999816894531,110.75,108.94000244140625,109.23999786376953,259634700
2010-02-26,83.08477020263672,110.73999786376953,111.12000274658203,110.11000061035156,110.7699966430664,173589300
2010-03-01,83.94757080078125,111.88999938964844,112.0,111.16999816894531,111.19999694824219,147709700
2010-03-02,84.18013000488281,112.19999694824219,112.73999786376953,112.0,112.37000274658203,160992400
2010-03-03,84.25517272949219,112.30000305175781,112.97000122070312,112.0199966430664,112.48999786376953,150785000
2010-03-04,84.51026916503906,112.63999938964844,112.80000305175781,112.02999877929688,112.44999694824219,135770400
2010-03-05,85.71818542480469,114.25,114.33999633789062,113.0999984741211,113.37000274658203,176118800
2010-03-08,85.73318481445312,114.2699966430664,114.5199966430664,114.06999969482422,114.26000213623047,114631200
2010-03-09,85.87574768066406,114.45999908447266,114.98999786376953,113.87000274658203,113.93000030517578,154556700
2010-03-10,86.2584228515625,114.97000122070312,115.27999877929688,114.41000366210938,114.51000213623047,186088800
2010-03-11,86.61849975585938,115.44999694824219,115.4800033569336,114.3499984741211,114.69999694824219,160791100
2010-03-12,86.62602233886719,115.45999908447266,115.97000122070312,115.13999938964844,115.94999694824219,162074800
2010-03-15,86.64852142333984,115.48999786376953,115.56999969482422,114.5999984741211,115.26000213623047,146816800
2010-03-16,87.33880615234375,116.41000366210938,116.5199966430664,115.48999786376953,115.80999755859375,168673000
2010-03-17,87.85647583007812,117.0999984741211,117.4800033569336,116.41999816894531,116.76000213623047,177468100
2010-03-18,87.81143951416016,117.04000091552734,117.2699966430664,116.56999969482422,117.11000061035156,196509100
2010-03-19,87.36695098876953,115.97000122070312,117.29000091552734,115.5199966430664,115.97000122070312,226641100
2010-03-22,87.83406066894531,116.58999633789062,116.80000305175781,115.23999786376953,115.30999755859375,184477800
2010-03-23,88.4518051147461,117.41000366210938,117.51000213623047,116.37999725341797,116.76000213623047,182941600
2010-03-24,88.02239227294922,116.83999633789062,117.43000030517578,115.58000183105469,116.97000122070312,196072600
2010-03-25,87.87926483154297,116.6500015258789,118.16999816894531,116.51000213623047,117.62999725341797,223396300
2010-03-26,87.82650756835938,116.58000183105469,117.41999816894531,116.12000274658203,116.87000274658203,205808500
2010-03-29,88.38400268554688,117.31999969482422,117.52999877929688,116.69000244140625,117.16999816894531,134513500
2010-03-30,88.44426727294922,117.4000015258789,117.83000183105469,116.91000366210938,117.45999908447266,145772500
2010-03-31,88.14292907714844,117.0,117.5199966430664,116.61000061035156,116.94999694824219,161078700
2010-04-01,88.74563598632812,117.80000305175781,118.25,117.0999984741211,117.80000305175781,161215200
2010-04-05,89.46886444091797,118.76000213623047,118.83999633789062,117.91999816894531,118.25,105847600
2010-04-06,89.67976379394531,119.04000091552734,119.25,118.29000091552734,118.41999816894531,110384200
2010-04-07,89.16751861572266,118.36000061035156,119.36000061035156,117.80999755859375,118.80000305175781,184576300
2010-04-08,89.47636413574219,118.7699966430664,118.97000122070312,117.5999984741211,117.94999694824219,158704000
2010-04-09,90.06399536132812,119.55000305175781,119.5999984741211,118.80000305175781,119.0199966430664,133006500
2010-04-12,90.20714569091797,119.73999786376953,120.05000305175781,119.55999755859375,119.69999694824219,110279000
2010-04-13,90.27491760253906,119.83000183105469,120.04000091552734,119.0,119.62000274658203,125043600
2010-04-14,91.29948425292969,121.19000244140625,121.19000244140625,120.08000183105469,120.2699966430664,161609000
2010-04-15,91.37480163574219,121.29000091552734,121.56999969482422,120.94999694824219,120.98999786376953,144615300
2010-04-16,89.92080688476562,119.36000061035156,121.29000091552734,118.75,120.86000061035156,366786700
2010-04-19,90.25989532470703,119.80999755859375,119.93000030517578,118.47000122070312,119.01000213623047,217947800
2010-04-20,91.06594848632812,120.87999725341797,120.9800033569336,119.87000274658203,120.55999755859375,157708000
2010-04-21,90.9002456665039,120.66000366210938,121.2300033569336,119.98999786376953,120.94999694824219,192910100
2010-04-22,91.17143249511719,121.0199966430664,121.16999816894531,119.12000274658203,119.80999755859375,115360300
2010-04-23,91.7666015625,121.80999755859375,121.86000061035156,120.62999725341797,120.94000244140625,177335500
2010-04-26,91.42003631591797,121.3499984741211,122.12000274658203,121.2300033569336,121.8499984741211,143457300
2010-04-27,89.25788116455078,118.4800033569336,121.33999633789062,118.25,120.6500015258789,355853300
2010-04-28,89.93592071533203,119.37999725341797,119.68000030517578,118.2699966430664,119.05000305175781,300674100
2010-04-29,91.0508804321289,120.86000061035156,121.11000061035156,120.06999969482422,120.0999984741211,193775000
2010-04-30,89.50650024414062,118.80999755859375,121.01000213623047,118.77999877929688,120.87999725341797,270000900
2010-05-03,90.66667938232422,120.3499984741211,120.68000030517578,119.19999694824219,119.37999725341797,182747900
2010-05-04,88.53467559814453,117.5199966430664,119.02999877929688,116.91999816894531,119.01000213623047,360353400
2010-05-05,88.00732421875,116.81999969482422,117.80000305175781,115.97000122070312,116.55999755859375,328973200
2010-05-06,85.08430480957031,112.94000244140625,117.0,105.0,116.26000213623047,647356600
2010-05-07,83.81864166259766,111.26000213623047,113.7699966430664,109.41000366210938,112.63999938964844,637558800
2010-05-10,87.51012420654297,116.16000366210938,116.6500015258789,114.91000366210938,115.80999755859375,396159600
2010-05-11,87.26148223876953,115.83000183105469,117.36000061035156,114.91000366210938,115.06999969482422,317849800
2010-05-12,88.4819564819336,117.44999694824219,117.62000274658203,116.08999633789062,116.29000091552734,235607100
2010-05-13,87.38202667236328,115.98999786376953,117.68000030517578,115.88999938964844,117.12999725341797,234452500
2010-05-14,85.79997253417969,113.88999938964844,115.33000183105469,112.87000274658203,115.12000274658203,345601400
2010-05-17,85.84518432617188,113.94999694824219,114.5199966430664,111.7699966430664,114.19999694824219,325739800
2010-05-18,84.67747497558594,112.4000015258789,115.22000122070312,112.02999877929688,114.87999725341797,360556800
2010-05-19,84.1953353881836,111.76000213623047,112.7699966430664,110.36000061035156,111.7699966430664,394742700
2010-05-20,81.01618194580078,107.54000091552734,109.88999938964844,107.47000122070312,109.37999725341797,530418300
2010-05-21,82.19891357421875,109.11000061035156,109.37999725341797,105.36000061035156,105.91000366210938,500909400
2010-05-24,81.14421844482422,107.70999908447266,109.38999938964844,107.61000061035156,108.5199966430664,269823000
2010-05-25,81.22711181640625,107.81999969482422,107.87000274658203,104.37999725341797,105.11000061035156,396505200
2010-05-26,80.73741912841797,107.16999816894531,109.47000122070312,106.8499984741211,108.4800033569336,349719300
2010-05-27,83.4419937133789,110.76000213623047,110.80000305175781,108.77999877929688,109.19000244140625,300870500
2010-05-28,82.39481353759766,109.37000274658203,110.72000122070312,108.8499984741211,110.63999938964844,297933500
2010-06-01,81.0086441040039,107.52999877929688,109.94999694824219,107.37000274658203,108.3499984741211,277909400
2010-06-02,83.11802673339844,110.33000183105469,110.33999633789062,107.51000213623047,108.08000183105469,240243700
2010-06-03,83.404296875,110.70999908447266,111.05999755859375,109.58000183105469,110.6500015258789,226618300
2010-06-04,80.47372436523438,106.81999969482422,109.33000183105469,106.45999908447266,108.61000061035156,398475600
2010-06-07,79.47176361083984,105.48999786376953,107.61000061035156,105.41000366210938,107.19999694824219,264609100
2010-06-08,80.32307434082031,106.62000274658203,106.83000183105469,104.6500015258789,105.56999969482422,357774300
2010-06-09,79.89366149902344,106.05000305175781,108.27999877929688,105.5999984741211,107.23999786376953,268023300
2010-06-10,82.22905731201172,109.1500015258789,109.27999877929688,106.04000091552734,107.86000061035156,317890600
2010-06-11,82.62836456298828,109.68000030517578,109.75,108.12000274658203,108.19000244140625,214128200
2010-06-14,82.50027465820312,109.51000213623047,111.12000274658203,109.4000015258789,110.5199966430664,207196100
2010-06-15,84.37615203857422,112.0,112.0999984741211,110.08999633789062,110.27999877929688,238268700
2010-06-16,84.34598541259766,111.95999908447266,112.41999816894531,111.19999694824219,111.41999816894531,216374000
2010-06-17,84.48162078857422,112.13999938964844,112.33000183105469,111.05000305175781,112.27999877929688,263185800
2010-06-18,84.5732192993164,111.7300033569336,112.12999725341797,111.37000274658203,111.83000183105469,174006600
2010-06-21,84.33097076416016,111.41000366210938,113.19999694824219,110.79000091552734,113.12000274658203,213140700
2010-06-22,82.93821716308594,109.56999969482422,111.9000015258789,109.41000366210938,111.41000366210938,239355400
2010-06-23,82.68086242675781,109.2300033569336,110.02999877929688,108.4800033569336,109.63999938964844,254639900
2010-06-24,81.31077575683594,107.41999816894531,108.83000183105469,107.13999938964844,108.69000244140625,268523600
2010-06-25,81.65139770507812,107.87000274658203,108.41999816894531,106.7699966430664,107.73999786376953,238726500
2010-06-28,81.3940658569336,107.52999877929688,108.31999969482422,107.13999938964844,108.02999877929688,169218600
2010-06-29,78.88097381591797,104.20999908447266,107.51000213623047,103.55000305175781,106.0199966430664,373649500
2010-06-30,78.13159942626953,103.22000122070312,104.87999725341797,102.87999725341797,103.91999816894531,284101700
2010-07-01,77.78343200683594,102.76000213623047,103.48999786376953,101.12999725341797,103.1500015258789,382924800
2010-07-02,77.35952758789062,102.19999694824219,103.41999816894531,101.62000274658203,103.11000061035156,233385200
2010-07-06,77.86669921875,102.87000274658203,104.37000274658203,101.87999725341797,103.63999938964844,256935300
2010-07-07,80.31918334960938,106.11000061035156,106.23999786376953,103.0199966430664,103.12999725341797,253769400
2010-07-08,81.11397552490234,107.16000366210938,107.27999877929688,105.91000366210938,107.0,210842100
2010-07-09,81.7195053100586,107.95999908447266,107.97000122070312,106.93000030517578,107.12999725341797,144999900
2010-07-12,81.77250671386719,108.02999877929688,108.23999786376953,107.1500015258789,107.5999984741211,131283600
2010-07-13,83.00631713867188,109.66000366210938,110.08999633789062,108.93000030517578,109.1500015258789,213025900
2010-07-14,82.99876403808594,109.6500015258789,110.08000183105469,108.86000061035156,109.30999755859375,184426800
2010-07-15,83.02146911621094,109.68000030517578,110.05999755859375,108.16999816894531,109.61000061035156,232337900
2010-07-16,80.73548889160156,106.66000366210938,109.20999908447266,106.44999694824219,109.08999633789062,282693400
2010-07-19,81.21238708496094,107.29000091552734,107.62999725341797,106.22000122070312,107.05000305175781,186709000
2010-07-20,82.11312866210938,108.4800033569336,108.55999755859375,105.81999969482422,105.87000274658203,258162400
2010-07-21,81.04585266113281,107.06999969482422,109.06999969482422,106.62999725341797,109.04000091552734,264527000
2010-07-22,82.85492706298828,109.45999908447266,109.94000244140625,108.33000183105469,108.33999633789062,274781300
2010-07-23,83.57404327392578,110.41000366210938,110.56999969482422,108.93000030517578,109.23999786376953,222020800
2010-07-26,84.44449615478516,111.55999755859375,111.66999816894531,110.29000091552734,110.5999984741211,184445700
2010-07-27,84.43698120117188,111.55000305175781,112.29000091552734,111.11000061035156,112.16999816894531,204855600
2010-07-28,83.8919448852539,110.83000183105469,111.66000366210938,110.45999908447266,111.31999969482422,163056200
2010-07-29,83.48320007324219,110.29000091552734,111.81999969482422,109.41000366210938,111.5199966430664,220149100
2010-07-30,83.4680404663086,110.2699966430664,110.86000061035156,108.9800033569336,109.16999816894531,220070600
2010-08-02,85.35284423828125,112.76000213623047,112.94000244140625,111.54000091552734,111.98999786376953,188263200
2010-08-03,84.94407653808594,112.22000122070312,112.7699966430664,111.8499984741211,112.4800033569336,146657300
2010-08-04,85.51181030273438,112.97000122070312,113.11000061035156,112.16000366210938,112.52999877929688,158171700
2010-08-05,85.4209976196289,112.8499984741211,112.91000366210938,112.08000183105469,112.25,140473800
2010-08-06,85.07278442382812,112.38999938964844,112.56999969482422,110.91999816894531,111.73999786376953,239728300
2010-08-09,85.5269546508789,112.98999786376953,113.18000030517578,112.31999969482422,112.91999816894531,120800400
2010-08-10,85.06519317626953,112.37999725341797,112.9800033569336,111.37000274658203,112.02999877929688,242916300
2010-08-11,82.73383331298828,109.30000305175781,110.69000244140625,109.12000274658203,110.6500015258789,273406900
2010-08-12,82.22669982910156,108.62999725341797,109.0199966430664,107.5999984741211,107.6500015258789,239542600
2010-08-13,81.98445892333984,108.30999755859375,108.95999908447266,108.18000030517578,108.29000091552734,158698500
2010-08-16,81.94662475585938,108.26000213623047,108.61000061035156,107.18000030517578,107.56999969482422,147895300
2010-08-17,82.95335388183594,109.58999633789062,110.38999938964844,108.87999725341797,109.19000244140625,172270300
2010-08-18,83.10472869873047,109.79000091552734,110.37999725341797,108.91000366210938,109.54000091552734,182922100
2010-08-19,81.65896606445312,107.87999725341797,109.48999786376953,107.43000030517578,109.22000122070312,265847600
2010-08-20,81.3940658569336,107.52999877929688,107.94000244140625,106.75,107.55999755859375,209714200
2010-08-23,81.08366394042969,107.12000274658203,108.56999969482422,107.06999969482422,108.04000091552734,163490300
2010-08-24,79.88015747070312,105.52999877929688,106.38999938964844,104.97000122070312,105.94999694824219,280677800
2010-08-25,80.19050598144531,105.94000244140625,106.33999633789062,104.29000091552734,104.94999694824219,272234800
2010-08-26,79.65309143066406,105.2300033569336,106.58000183105469,104.87999725341797,106.44000244140625,224439500
2010-08-27,80.88689422607422,106.86000061035156,106.97000122070312,104.30999755859375,105.88999938964844,272649000
2010-08-30,79.71360778808594,105.30999755859375,106.91000366210938,105.30000305175781,106.58000183105469,167238600
2010-08-31,79.71360778808594,105.30999755859375,105.9800033569336,104.48999786376953,104.91999816894531,273933100
2010-09-01,82.09798431396484,108.45999908447266,108.61000061035156,106.66000366210938,106.7300033569336,256828100
2010-09-02,82.86251831054688,109.47000122070312,109.48999786376953,108.48999786376953,108.72000122070312,156112200
